epoch_ms,api_current,api_voltage_mV,api_temp_C,api_status,api_pct,sys_current_now,sys_voltage_now
1786755831339,-1693125,3840,34.1,DISCHARGING,57,,
1786755834021,-1803125,3840,34.1,DISCHARGING,57,,
1786755836475,-728437,3840,34.1,DISCHARGING,57,,
1786755839449,-850937,3840,34.1,DISCHARGING,57,,
1786755842398,-706562,3840,34.1,DISCHARGING,57,,
1786755845411,-560000,3840,34.1,DISCHARGING,57,,
1786755848393,-624375,3927,34.0,DISCHARGING,57,,
1786755851256,-683125,3927,34.0,DISCHARGING,57,,
1786755854274,-714687,3927,34.0,DISCHARGING,57,,
1786755857270,-553437,3927,34.0,DISCHARGING,57,,
1786755860276,-579375,3927,34.0,DISCHARGING,57,,
1786755863265,-711250,3927,34.0,DISCHARGING,57,,
1786755866269,-657812,3927,34.0,DISCHARGING,57,,
1786755869181,-693125,3927,34.0,DISCHARGING,57,,
1786755872099,-626875,3927,34.0,DISCHARGING,57,,
1786755875104,-3569687,3927,34.0,DISCHARGING,57,,
1786755877313,-1189375,3927,34.0,DISCHARGING,57,,
1786755879369,-1431250,3927,34.0,DISCHARGING,57,,
1786755881501,-1145312,3927,34.0,DISCHARGING,57,,
1786755883646,-1375312,3927,34.0,DISCHARGING,57,,
1786755885809,-2237812,3883,34.2,DISCHARGING,57,,
1786755888310,-1351562,3883,34.2,DISCHARGING,57,,
1786755891067,-2382812,3883,34.2,DISCHARGING,57,,
1786755893830,-1271562,3883,34.2,DISCHARGING,57,,
1786755896625,-781875,3883,34.2,DISCHARGING,57,,
1786755899575,-1135000,3883,34.2,DISCHARGING,57,,
1786755902211,-639375,3883,34.2,DISCHARGING,57,,
1786755904886,-2607500,3883,34.2,DISCHARGING,57,,
1786755907027,-1589687,3883,34.2,DISCHARGING,57,,
1786755909021,-1575312,3883,34.2,DISCHARGING,57,,
1786755911077,-1679062,3883,34.2,DISCHARGING,57,,
1786755913098,-1527500,3883,34.2,DISCHARGING,57,,
1786755915199,-1501562,3883,34.2,DISCHARGING,57,,
1786755917297,-846562,3883,34.2,DISCHARGING,57,,
1786755919373,-1530312,3883,34.2,DISCHARGING,57,,
1786755921453,-1428125,3883,34.2,DISCHARGING,57,,
1786755923613,-1413750,3883,34.2,DISCHARGING,57,,
1786755925757,-1496562,3883,34.2,DISCHARGING,57,,
1786755927816,-2844687,3883,34.2,DISCHARGING,57,,
1786755930168,-2609687,3883,34.2,DISCHARGING,57,,
1786755932506,-2460937,3883,34.2,DISCHARGING,57,,
1786755934795,-2155937,3883,34.2,DISCHARGING,57,,
1786755937115,-2305937,3883,34.2,DISCHARGING,57,,
1786755939463,-2019687,3883,34.2,DISCHARGING,57,,
1786755941811,-1689375,3883,34.2,DISCHARGING,57,,
1786755944167,-2434687,3883,34.2,DISCHARGING,57,,
1786755946520,-2362187,3834,34.6,DISCHARGING,57,,
1786755948880,-1753125,3834,34.6,DISCHARGING,57,,
1786755951197,-2351250,3834,34.6,DISCHARGING,57,,
1786755953536,-2148125,3834,34.6,DISCHARGING,57,,
1786755955908,-1586250,3834,34.6,DISCHARGING,57,,
1786755958326,-1380312,3834,34.6,DISCHARGING,57,,
1786755960731,-1360625,3834,34.6,DISCHARGING,57,,
1786755963175,-1585937,3834,34.6,DISCHARGING,57,,
1786755965611,-1523437,3834,34.6,DISCHARGING,57,,
1786755968020,-1641562,3834,34.6,DISCHARGING,57,,
1786755970381,-637500,3834,34.6,DISCHARGING,57,,
1786755972673,-667500,3834,34.6,DISCHARGING,57,,
1786755974971,-588125,3834,34.6,DISCHARGING,57,,
1786755977294,-506875,3912,34.5,DISCHARGING,57,,
1786755979654,-529062,3916,34.6,DISCHARGING,56,,
1786755982070,-540312,3916,34.6,DISCHARGING,56,,
1786755984451,-665937,3916,34.6,DISCHARGING,56,,
1786755986846,-871562,3916,34.6,DISCHARGING,56,,
1786755989226,-557187,3916,34.6,DISCHARGING,56,,
1786755991561,-545000,3916,34.6,DISCHARGING,56,,
1786755993917,-501875,3916,34.6,DISCHARGING,56,,
1786755996234,-625937,3916,34.6,DISCHARGING,56,,
1786755998547,-650000,3916,34.6,DISCHARGING,56,,
1786756000884,-585937,3916,34.6,DISCHARGING,56,,
1786756003262,-764062,3916,34.6,DISCHARGING,56,,
1786756005516,-678750,3916,34.6,DISCHARGING,56,,
1786756007762,-721250,3916,34.6,DISCHARGING,56,,
1786756010019,-840625,3916,34.6,DISCHARGING,56,,
1786756012264,-722500,3916,34.6,DISCHARGING,56,,
1786756014511,-755000,3916,34.6,DISCHARGING,56,,
1786756016772,-831250,3916,34.6,DISCHARGING,56,,
1786756018971,-856875,3916,34.6,DISCHARGING,56,,
1786756021171,-890312,3916,34.6,DISCHARGING,56,,
1786756023370,-982187,3916,34.6,DISCHARGING,56,,
1786756025498,-1813437,3916,34.6,DISCHARGING,56,,
1786756027711,-826250,3916,34.6,DISCHARGING,56,,
1786756030456,-606875,3916,34.6,DISCHARGING,56,,
1786756033303,-641875,3916,34.6,DISCHARGING,56,,
1786756036292,-474375,3916,34.6,DISCHARGING,56,,
1786756039244,-639062,3916,34.6,DISCHARGING,56,,
1786756042238,-639062,3916,34.6,DISCHARGING,56,,
1786756045264,-687812,3916,34.6,DISCHARGING,56,,
1786756048264,-546562,3916,34.6,DISCHARGING,56,,
1786756051290,-751250,3916,34.6,DISCHARGING,56,,
1786756054254,-561562,3916,34.6,DISCHARGING,56,,
1786756057224,-680625,3916,34.6,DISCHARGING,56,,
1786756060045,-1079062,3916,34.6,DISCHARGING,56,,
1786756062442,-1839062,3916,34.6,DISCHARGING,56,,
1786756064793,-1592812,3916,34.6,DISCHARGING,56,,
1786756067231,-1655000,3916,34.6,DISCHARGING,56,,
1786756069695,-1687812,3916,34.6,DISCHARGING,56,,
1786756072011,-1578750,3916,34.6,DISCHARGING,56,,
1786756074577,-1707500,3916,34.6,DISCHARGING,56,,
1786756077206,-1490937,3916,34.6,DISCHARGING,56,,
1786756079691,-1631250,3838,35.1,DISCHARGING,56,,
1786756082374,-1689375,3838,35.1,DISCHARGING,56,,
1786756084901,-1566250,3838,35.1,DISCHARGING,56,,
1786756087339,-1379687,3838,35.1,DISCHARGING,56,,
1786756089786,-1215000,3838,35.1,DISCHARGING,56,,
1786756092305,-1860937,3838,35.1,DISCHARGING,56,,
1786756094751,-1732812,3838,35.1,DISCHARGING,56,,
1786756097307,-1676562,3838,35.1,DISCHARGING,56,,
1786756099881,-1710625,3838,35.1,DISCHARGING,56,,
1786756102412,-1783750,3838,35.1,DISCHARGING,56,,
1786756104768,-1575312,3838,35.1,DISCHARGING,56,,
1786756107375,-1681562,3838,35.1,DISCHARGING,56,,
1786756109915,-1529375,3838,35.1,DISCHARGING,56,,
1786756112427,-1740625,3838,35.1,DISCHARGING,56,,
1786756114975,-557187,3838,35.1,DISCHARGING,56,,
1786756118035,-552187,3838,35.1,DISCHARGING,56,,
1786756121141,-638750,3838,35.1,DISCHARGING,56,,
1786756124057,-479062,3838,35.1,DISCHARGING,56,,
1786756127140,-586875,3838,35.1,DISCHARGING,56,,
1786756130163,-505312,3893,34.9,DISCHARGING,56,,
1786756133203,-509687,3893,34.9,DISCHARGING,56,,
1786756136233,-700000,3893,34.9,DISCHARGING,56,,
1786756139253,-580937,3893,34.9,DISCHARGING,56,,
1786756141575,-1806875,3893,34.9,DISCHARGING,56,,
1786756143625,-1439687,3893,34.9,DISCHARGING,56,,
1786756145787,-1300312,3893,34.9,DISCHARGING,56,,
1786756147949,-1181562,3893,34.9,DISCHARGING,56,,
1786756150087,-1366562,3893,34.9,DISCHARGING,56,,
1786756152225,-1159062,3893,34.9,DISCHARGING,56,,
1786756154392,-1289687,3893,34.9,DISCHARGING,56,,
1786756156567,-1243437,3893,34.9,DISCHARGING,56,,
1786756158704,-1499375,3893,34.9,DISCHARGING,56,,
1786756160863,-1405625,3893,34.9,DISCHARGING,56,,
1786756163044,-1052812,3893,34.9,DISCHARGING,56,,
1786756165180,-1212812,3893,34.9,DISCHARGING,56,,
1786756167339,-1366875,3893,34.9,DISCHARGING,56,,
1786756169476,-1316250,3893,34.9,DISCHARGING,56,,
1786756171641,-1255937,3893,34.9,DISCHARGING,56,,
1786756173778,-1273437,3893,34.9,DISCHARGING,56,,
1786756175931,-1410312,3893,34.9,DISCHARGING,56,,
1786756178083,-1325000,3893,34.9,DISCHARGING,56,,
1786756180238,-1309375,3893,34.9,DISCHARGING,56,,
1786756182376,-1203437,3893,34.9,DISCHARGING,56,,
1786756184501,-1027812,3893,34.9,DISCHARGING,56,,
1786756186679,-1365937,3893,34.9,DISCHARGING,56,,
1786756188818,-1190000,3893,34.9,DISCHARGING,56,,
1786756190966,-1216250,3893,34.9,DISCHARGING,56,,
1786756193124,-1379062,3893,34.9,DISCHARGING,56,,
1786756195292,-1405625,3893,34.9,DISCHARGING,56,,
1786756197458,-1175312,3893,34.9,DISCHARGING,56,,
1786756199577,-1201250,3893,34.9,DISCHARGING,56,,
1786756201724,-1277187,3893,34.9,DISCHARGING,56,,
1786756203889,-1242500,3893,34.9,DISCHARGING,56,,
1786756205913,-1789687,3893,34.9,DISCHARGING,56,,
1786756208235,-2169687,3893,34.9,DISCHARGING,56,,
1786756210615,-2153125,3893,34.9,DISCHARGING,56,,
1786756213008,-1855937,3893,34.9,DISCHARGING,56,,
1786756215380,-1479062,3893,34.9,DISCHARGING,56,,
1786756217781,-1474062,3893,34.9,DISCHARGING,56,,
1786756220175,-1591562,3829,35.3,DISCHARGING,55,,
1786756222570,-1903750,3829,35.3,DISCHARGING,55,,
1786756224980,-1833750,3829,35.3,DISCHARGING,55,,
1786756227400,-1863750,3829,35.3,DISCHARGING,55,,
1786756229813,-1958750,3829,35.3,DISCHARGING,55,,
1786756232216,-1248437,3829,35.3,DISCHARGING,55,,
1786756234622,-1147187,3829,35.3,DISCHARGING,55,,
1786756237044,-1671250,3829,35.3,DISCHARGING,55,,
1786756239465,-1741250,3829,35.3,DISCHARGING,55,,
1786756241785,-1313750,3829,35.3,DISCHARGING,55,,
1786756244158,-1456875,3829,35.3,DISCHARGING,55,,
1786756246487,-1243750,3829,35.3,DISCHARGING,55,,
1786756248837,-1264062,3829,35.3,DISCHARGING,55,,
1786756251242,-1025312,3829,35.3,DISCHARGING,55,,
1786756253559,-830000,3829,35.3,DISCHARGING,55,,
1786756255965,-563750,3829,35.3,DISCHARGING,55,,
1786756258312,-534687,3829,35.3,DISCHARGING,55,,
1786756260650,-1240937,3829,35.3,DISCHARGING,55,,
1786756262964,-544062,3829,35.3,DISCHARGING,55,,
1786756266020,-616875,3890,35.2,DISCHARGING,55,,
1786756269055,-493750,3890,35.2,DISCHARGING,55,,
1786756272098,-461250,3890,35.2,DISCHARGING,55,,
1786756275133,-534375,3890,35.2,DISCHARGING,55,,
1786756278148,-472187,3890,35.2,DISCHARGING,55,,
1786756281290,-483125,3890,35.2,DISCHARGING,55,,
1786756284331,-392187,3890,35.2,DISCHARGING,55,,
1786756287427,-640000,3890,35.2,DISCHARGING,55,,
1786756290423,-431250,3890,35.2,DISCHARGING,55,,
1786756293510,-480937,3890,35.2,DISCHARGING,55,,
1786756296568,-690000,3890,35.2,DISCHARGING,55,,
1786756299031,-1478437,3890,35.2,DISCHARGING,55,,
1786756301117,-1205937,3890,35.2,DISCHARGING,55,,
1786756303273,-789062,3890,35.2,DISCHARGING,55,,
1786756305433,-1040937,3890,35.2,DISCHARGING,55,,
1786756307602,-1255312,3890,35.2,DISCHARGING,55,,
1786756309767,-1285000,3890,35.2,DISCHARGING,55,,
1786756311912,-1213125,3890,35.2,DISCHARGING,55,,
1786756314073,-995625,3890,35.2,DISCHARGING,55,,
1786756316200,-1359062,3890,35.2,DISCHARGING,55,,
1786756318341,-1304687,3890,35.2,DISCHARGING,55,,
1786756320523,-1425625,3890,35.2,DISCHARGING,55,,
1786756322649,-1393437,3890,35.2,DISCHARGING,55,,
1786756324782,-1289687,3890,35.2,DISCHARGING,55,,
1786756326952,-1334687,3890,35.2,DISCHARGING,55,,
1786756329092,-1301250,3890,35.2,DISCHARGING,55,,
1786756331245,-1753750,3890,35.2,DISCHARGING,55,,
1786756333168,-780937,3890,35.2,DISCHARGING,55,,
1786756335313,-1083750,3890,35.2,DISCHARGING,55,,
1786756337465,-1333125,3890,35.2,DISCHARGING,55,,
1786756339568,-1253750,3890,35.2,DISCHARGING,55,,
1786756341741,-1340625,3890,35.2,DISCHARGING,55,,
1786756343891,-1316250,3890,35.2,DISCHARGING,55,,
1786756345972,-4250312,3721,35.2,DISCHARGING,55,,
1786756349180,-3191562,3721,35.2,DISCHARGING,55,,
1786756352467,-2843437,3721,35.2,DISCHARGING,55,,
1786756356534,-2872812,3721,35.2,DISCHARGING,55,,
1786756360490,-2268750,3721,35.2,DISCHARGING,55,,
1786756364121,-2147187,3721,35.2,DISCHARGING,55,,
1786756367948,-988437,3787,34.6,DISCHARGING,54,,
1786756370727,-1150937,3787,34.6,DISCHARGING,54,,
1786756372911,-1055625,3787,34.6,DISCHARGING,54,,
1786756375107,-1095312,3787,34.6,DISCHARGING,54,,
1786756377326,-827500,3787,34.6,DISCHARGING,54,,
1786756379569,-741562,3787,34.6,DISCHARGING,54,,
1786756381839,-650312,3787,34.6,DISCHARGING,54,,
1786756384077,-813750,3787,34.6,DISCHARGING,54,,
1786756386322,-672500,3787,34.6,DISCHARGING,54,,
1786756388559,-970000,3872,33.8,DISCHARGING,54,,
1786756390781,-842812,3872,33.8,DISCHARGING,54,,
1786756392995,-870312,3872,33.8,DISCHARGING,54,,
1786756395182,-828125,3872,33.8,DISCHARGING,54,,
1786756397348,-854687,3872,33.8,DISCHARGING,54,,
1786756399551,-813125,3872,33.8,DISCHARGING,54,,
1786756401753,-709375,3872,33.8,DISCHARGING,54,,
1786756403960,-975312,3872,33.8,DISCHARGING,54,,
1786756406139,-1024062,3872,33.8,DISCHARGING,54,,
1786756408328,-1008750,3872,33.8,DISCHARGING,54,,
1786756410532,-939687,3872,33.8,DISCHARGING,54,,
1786756412742,-967812,3872,33.8,DISCHARGING,54,,
1786756414921,-956562,3872,33.8,DISCHARGING,54,,
1786756417114,-1375625,3872,33.8,DISCHARGING,54,,
1786756419097,-878125,3872,33.8,DISCHARGING,54,,
1786756421939,-900000,3872,33.8,DISCHARGING,54,,
1786756424741,-577500,3872,33.8,DISCHARGING,54,,
1786756427778,-643437,3872,33.8,DISCHARGING,54,,
1786756430750,-609375,3872,33.8,DISCHARGING,54,,
1786756433689,-683437,3872,33.8,DISCHARGING,54,,
1786756436678,-586250,3872,33.8,DISCHARGING,54,,
1786756439475,-715312,3872,33.8,DISCHARGING,54,,
1786756442231,-585625,3872,33.8,DISCHARGING,54,,
1786756445201,-668437,3872,33.8,DISCHARGING,54,,
1786756448238,-599062,3872,33.8,DISCHARGING,54,,
1786756451195,-649062,3872,33.8,DISCHARGING,54,,
1786756454201,-650312,3872,33.8,DISCHARGING,54,,
1786756457243,-666875,3872,33.8,DISCHARGING,54,,
1786756460171,-760000,3872,33.8,DISCHARGING,54,,
1786756462502,-3165937,3872,33.8,DISCHARGING,54,,
1786756469252,-2123750,3872,33.8,DISCHARGING,54,,
1786756476010,-2269375,3751,33.6,DISCHARGING,54,,
1786756482726,-818437,3751,33.6,DISCHARGING,54,,
1786756485510,-720937,3751,33.6,DISCHARGING,54,,
1786756488504,-716250,3751,33.6,DISCHARGING,54,,
1786756491541,-495937,3751,33.6,DISCHARGING,54,,
1786756494653,-504062,3751,33.6,DISCHARGING,54,,
1786756497619,-584375,3893,33.2,DISCHARGING,54,,
1786756500649,-417812,3893,33.2,DISCHARGING,54,,
1786756503678,-659687,3893,33.2,DISCHARGING,54,,
1786756506626,-642187,3893,33.2,DISCHARGING,54,,
1786756509583,-669062,3893,33.2,DISCHARGING,54,,
1786756512540,-597812,3893,33.2,DISCHARGING,54,,
1786756515553,-701562,3893,33.2,DISCHARGING,54,,
1786756518567,-636875,3893,33.2,DISCHARGING,54,,
1786756521619,-705625,3893,33.2,DISCHARGING,54,,
1786756524614,-613125,3893,33.2,DISCHARGING,54,,
1786756527544,-502187,3893,33.2,DISCHARGING,54,,
1786756530527,-2305625,3893,33.2,DISCHARGING,54,,
1786756532938,-3020937,3893,33.2,DISCHARGING,54,,
1786756534940,-1430000,3893,33.2,DISCHARGING,54,,
1786756537046,-1168437,3893,33.2,DISCHARGING,54,,
1786756539151,-1400937,3893,33.2,DISCHARGING,54,,
1786756541256,-1239375,3893,33.2,DISCHARGING,54,,
1786756543559,-1324375,3893,33.2,DISCHARGING,54,,
1786756545717,-1424375,3893,33.2,DISCHARGING,54,,
1786756547880,-1388437,3893,33.2,DISCHARGING,54,,
1786756550009,-1246250,3893,33.2,DISCHARGING,54,,
1786756552164,-951875,3893,33.2,DISCHARGING,54,,
1786756554322,-1306562,3893,33.2,DISCHARGING,54,,
1786756556492,-1318437,3893,33.2,DISCHARGING,54,,
1786756558629,-1221562,3893,33.2,DISCHARGING,54,,
1786756560764,-1226250,3893,33.2,DISCHARGING,54,,
1786756562769,-1186875,3893,33.2,DISCHARGING,54,,
1786756564887,-1218750,3893,33.2,DISCHARGING,54,,
1786756567047,-1326875,3893,33.2,DISCHARGING,54,,
1786756569184,-1282500,3893,33.2,DISCHARGING,54,,
1786756571347,-1217812,3893,33.2,DISCHARGING,54,,
1786756573500,-1591875,3893,33.2,DISCHARGING,54,,
1786756575584,-3914375,3682,32.9,DISCHARGING,54,,
1786756578729,-2955000,3682,32.9,DISCHARGING,54,,
1786756581683,-3039062,3682,32.9,DISCHARGING,54,,
1786756584854,-2093437,3682,32.9,DISCHARGING,54,,
1786756588110,-2357187,3682,32.9,DISCHARGING,54,,
1786756591678,-2325000,3682,32.9,DISCHARGING,54,,
1786756595013,-2005000,3682,32.9,DISCHARGING,54,,
1786756597880,-1598125,3682,32.9,DISCHARGING,54,,
1786756600016,-1399375,3872,32.6,DISCHARGING,54,,
1786756602192,-1400625,3872,32.6,DISCHARGING,54,,
1786756604349,-1534375,3872,32.6,DISCHARGING,54,,
1786756606490,-1294062,3872,32.6,DISCHARGING,54,,
1786756608685,-1468125,3872,32.6,DISCHARGING,54,,
1786756610834,-1358125,3872,32.6,DISCHARGING,54,,
1786756612987,-1036875,3872,32.6,DISCHARGING,54,,
1786756615135,-1350937,3872,32.6,DISCHARGING,54,,
1786756617309,-1265625,3870,32.7,DISCHARGING,53,,
1786756619459,-1358125,3870,32.7,DISCHARGING,53,,
1786756621617,-1207500,3870,32.7,DISCHARGING,53,,
1786756623756,-1004375,3870,32.7,DISCHARGING,53,,
1786756625921,-1378125,3870,32.7,DISCHARGING,53,,
1786756628066,-1197500,3870,32.7,DISCHARGING,53,,
1786756630222,-830625,3870,32.7,DISCHARGING,53,,
1786756632394,-1445312,3870,32.7,DISCHARGING,53,,
1786756634505,-1303437,3870,32.7,DISCHARGING,53,,
1786756636608,-1315625,3870,32.7,DISCHARGING,53,,
1786756638778,-1316562,3870,32.7,DISCHARGING,53,,
1786756640921,-1342812,3870,32.7,DISCHARGING,53,,
1786756643093,-1029062,3870,32.7,DISCHARGING,53,,
1786756645246,-1278437,3870,32.7,DISCHARGING,53,,
1786756647363,-1357187,3870,32.7,DISCHARGING,53,,
1786756649520,-1427812,3870,32.7,DISCHARGING,53,,
1786756651657,-542500,3870,32.7,DISCHARGING,53,,
1786756653790,-1020937,3870,32.7,DISCHARGING,53,,
1786756656379,-686250,3870,32.7,DISCHARGING,53,,
